year_month,month_start,year,quarter,month_number,month_name,store_id,store_name,store_city,store_location,product_id,product_name,product_category,transactions,units_sold,revenue,cogs,gross_profit
2023-02,2023-02-07,2023,1,2,February,41,Maven Toys Hermosillo 2,Hermosillo,Downtown,30,Rubik's Cube,Games,31,31,619.69,557.69,62.0
2023-02,2023-02-05,2023,1,2,February,41,Maven Toys Hermosillo 2,Hermosillo,Downtown,31,Splash Balls,Sports & Outdoors,13,13,116.87,103.87,13.0
2023-02,2023-02-27,2023,1,2,February,41,Maven Toys Hermosillo 2,Hermosillo,Downtown,33,Teddy Bear,Toys,4,4,51.96,43.96,8.0
2023-02,2023-02-26,2023,1,2,February,41,Maven Toys Hermosillo 2,Hermosillo,Downtown,34,Toy Robot,Electronics,3,3,77.97,62.97,15.0
2023-02,2023-02-10,2023,1,2,February,41,Maven Toys Hermosillo 2,Hermosillo,Downtown,35,Uno Card Game,Games,10,10,79.9,39.9,40.0
2023-02,2023-02-10,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,1,Action Figure,Toys,19,19,303.81,189.81,114.0
2023-02,2023-02-04,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,2,Animal Figures,Toys,33,33,428.67,329.67,99.0
2023-02,2023-02-05,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,3,Barrel O' Slime,Art & Crafts,58,67,267.33,133.33,134.0
2023-02,2023-02-12,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,4,Chutes & Ladders,Games,12,12,155.88,119.88,36.0
2023-02,2023-02-02,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,6,Colorbuds,Electronics,122,191,2863.09,1335.09,1528.0
2023-02,2023-02-03,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,7,Dart Gun,Sports & Outdoors,53,53,847.47,635.47,212.0
2023-02,2023-02-04,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,8,Deck Of Cards,Games,45,45,314.55,179.55,135.0
2023-02,2023-02-04,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,9,Dino Egg,Toys,24,37,406.63,369.63,37.0
2023-02,2023-02-06,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,10,Dinosaur Figures,Toys,3,3,44.97,32.97,12.0
2023-02,2023-02-02,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,11,Etch A Sketch,Art & Crafts,12,12,251.88,131.88,120.0
2023-02,2023-02-04,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,13,Gamer Headphones,Electronics,35,37,776.63,554.63,222.0
2023-02,2023-02-12,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,14,Glass Marbles,Games,20,20,219.8,119.8,100.0
2023-02,2023-02-04,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,15,Hot Wheels 5-Pack,Toys,19,19,113.81,75.81,38.0
2023-02,2023-02-03,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,16,Jenga,Games,2,2,19.98,5.98,14.0
2023-02,2023-02-10,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,17,Kids Makeup Kit,Art & Crafts,15,15,299.85,209.85,90.0
2023-02,2023-02-11,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,18,Lego Bricks,Toys,48,51,2039.49,1784.49,255.0
2023-02,2023-02-02,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,19,Magic Sand,Art & Crafts,135,259,4141.41,3623.41,518.0
2023-02,2023-02-19,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,20,Mini Basketball Hoop,Sports & Outdoors,13,13,324.87,116.87,208.0
2023-02,2023-02-16,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,22,Monopoly,Games,14,14,279.86,195.86,84.0
2023-02,2023-02-02,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,23,Mr. Potatohead,Toys,14,14,139.86,69.86,70.0
2023-02,2023-02-04,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,24,Nerf Gun,Sports & Outdoors,21,21,419.79,314.79,105.0
2023-02,2023-02-05,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,25,PlayDoh Can,Art & Crafts,53,91,272.09,181.09,91.0
2023-02,2023-02-05,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,26,PlayDoh Playset,Art & Crafts,12,12,299.88,251.88,48.0
2023-02,2023-02-03,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,27,PlayDoh Toolkit,Art & Crafts,17,31,154.69,123.69,31.0
2023-02,2023-02-21,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,29,Plush Pony,Toys,4,4,79.96,35.96,44.0
2023-02,2023-02-03,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,30,Rubik's Cube,Games,61,138,2758.62,2482.62,276.0
2023-02,2023-02-28,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,31,Splash Balls,Sports & Outdoors,6,16,143.84,127.84,16.0
2023-02,2023-02-01,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,32,Supersoaker Water Gun,Sports & Outdoors,8,8,119.92,95.92,24.0
2023-02,2023-02-17,2023,1,2,February,42,Maven Toys Hermosillo 3,Hermosillo,Commercial,35,Uno Card Game,Games,1,1,7.99,3.99,4.0
2023-02,2023-02-15,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,1,Action Figure,Toys,6,10,159.9,99.9,60.0
2023-02,2023-02-05,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,2,Animal Figures,Toys,11,11,142.89,109.89,33.0
2023-02,2023-02-02,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,3,Barrel O' Slime,Art & Crafts,66,88,351.12,175.12,176.0
2023-02,2023-02-01,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,6,Colorbuds,Electronics,86,100,1499.0,699.0,800.0
2023-02,2023-02-06,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,8,Deck Of Cards,Games,80,80,559.2,319.2,240.0
2023-02,2023-02-03,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,9,Dino Egg,Toys,8,8,87.92,79.92,8.0
2023-02,2023-02-11,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,10,Dinosaur Figures,Toys,11,11,164.89,120.89,44.0
2023-02,2023-02-16,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,11,Etch A Sketch,Art & Crafts,12,12,251.88,131.88,120.0
2023-02,2023-02-11,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,13,Gamer Headphones,Electronics,60,60,1259.4,899.4,360.0
2023-02,2023-02-24,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,14,Glass Marbles,Games,17,17,186.83,101.83,85.0
2023-02,2023-02-18,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,15,Hot Wheels 5-Pack,Toys,15,15,89.85,59.85,30.0
2023-02,2023-02-12,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,17,Kids Makeup Kit,Art & Crafts,30,30,599.7,419.7,180.0
2023-02,2023-02-04,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,18,Lego Bricks,Toys,50,87,3479.13,3044.13,435.0
2023-02,2023-02-02,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,19,Magic Sand,Art & Crafts,74,116,1854.84,1622.84,232.0
2023-02,2023-02-02,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,27,27,269.73,188.73,81.0
2023-02,2023-02-02,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,23,Mr. Potatohead,Toys,57,57,569.43,284.43,285.0
2023-02,2023-02-18,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,24,Nerf Gun,Sports & Outdoors,12,12,239.88,179.88,60.0
2023-02,2023-02-02,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,25,PlayDoh Can,Art & Crafts,68,103,307.97,204.97,103.0
2023-02,2023-02-14,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,26,PlayDoh Playset,Art & Crafts,10,10,249.9,209.9,40.0
2023-02,2023-02-02,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,27,PlayDoh Toolkit,Art & Crafts,36,36,179.64,143.64,36.0
2023-02,2023-02-05,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,29,Plush Pony,Toys,9,9,179.91,80.91,99.0
2023-02,2023-02-02,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,30,Rubik's Cube,Games,31,31,619.69,557.69,62.0
2023-02,2023-02-12,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,31,Splash Balls,Sports & Outdoors,15,15,134.85,119.85,15.0
2023-02,2023-02-16,2023,1,2,February,43,Maven Toys Durango 1,Durango,Downtown,33,Teddy Bear,Toys,10,10,129.9,109.9,20.0
2023-02,2023-02-02,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,1,Action Figure,Toys,39,39,623.61,389.61,234.0
2023-02,2023-02-01,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,2,Animal Figures,Toys,18,18,233.82,179.82,54.0
2023-02,2023-02-01,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,3,Barrel O' Slime,Art & Crafts,86,97,387.03,193.03,194.0
2023-02,2023-02-01,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,6,Colorbuds,Electronics,100,112,1678.88,782.88,896.0
2023-02,2023-02-06,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,7,Dart Gun,Sports & Outdoors,20,20,319.8,239.8,80.0
2023-02,2023-02-02,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,8,Deck Of Cards,Games,50,101,705.99,402.99,303.0
2023-02,2023-02-21,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,10,Dinosaur Figures,Toys,10,10,149.9,109.9,40.0
2023-02,2023-02-12,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,11,Etch A Sketch,Art & Crafts,13,13,272.87,142.87,130.0
2023-02,2023-02-01,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,14,Glass Marbles,Games,18,18,197.82,107.82,90.0
2023-02,2023-02-04,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,15,Hot Wheels 5-Pack,Toys,17,17,101.83,67.83,34.0
2023-02,2023-02-15,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,16,Jenga,Games,15,15,149.85,44.85,105.0
2023-02,2023-02-01,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,17,Kids Makeup Kit,Art & Crafts,55,55,1099.45,769.45,330.0
2023-02,2023-02-01,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,18,Lego Bricks,Toys,102,102,4078.98,3568.98,510.0
2023-02,2023-02-01,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,24,Nerf Gun,Sports & Outdoors,72,97,1939.03,1454.03,485.0
2023-02,2023-02-04,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,25,PlayDoh Can,Art & Crafts,36,53,158.47,105.47,53.0
2023-02,2023-02-12,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,27,PlayDoh Toolkit,Art & Crafts,9,9,44.91,35.91,9.0
2023-02,2023-02-01,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,30,Rubik's Cube,Games,46,59,1179.41,1061.41,118.0
2023-02,2023-02-23,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,31,Splash Balls,Sports & Outdoors,5,5,44.95,39.95,5.0
2023-02,2023-02-13,2023,1,2,February,44,Maven Toys Puebla 3,Puebla,Residential,33,Teddy Bear,Toys,10,10,129.9,109.9,20.0
2023-02,2023-02-03,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,1,Action Figure,Toys,39,39,623.61,389.61,234.0
2023-02,2023-02-08,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,2,Animal Figures,Toys,6,6,77.94,59.94,18.0
2023-02,2023-02-01,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,3,Barrel O' Slime,Art & Crafts,74,81,323.19,161.19,162.0
2023-02,2023-02-01,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,6,Colorbuds,Electronics,116,142,2128.58,992.58,1136.0
2023-02,2023-02-02,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,7,Dart Gun,Sports & Outdoors,27,53,847.47,635.47,212.0
2023-02,2023-02-04,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,8,Deck Of Cards,Games,54,59,412.41,235.41,177.0
2023-02,2023-02-03,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,9,Dino Egg,Toys,44,60,659.4,599.4,60.0
2023-02,2023-02-04,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,10,Dinosaur Figures,Toys,23,23,344.77,252.77,92.0
2023-02,2023-02-03,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,11,Etch A Sketch,Art & Crafts,6,6,125.94,65.94,60.0
2023-02,2023-02-04,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,13,Gamer Headphones,Electronics,2,2,41.98,29.98,12.0
2023-02,2023-02-04,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,14,Glass Marbles,Games,31,31,340.69,185.69,155.0
2023-02,2023-02-11,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,15,Hot Wheels 5-Pack,Toys,12,12,71.88,47.88,24.0
2023-02,2023-02-03,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,18,Lego Bricks,Toys,38,51,2039.49,1784.49,255.0
2023-02,2023-02-01,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,19,Magic Sand,Art & Crafts,111,154,2462.46,2154.46,308.0
2023-02,2023-02-04,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,21,Mini Ping Pong Set,Sports & Outdoors,20,41,409.59,286.59,123.0
2023-02,2023-02-01,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,23,Mr. Potatohead,Toys,43,43,429.57,214.57,215.0
2023-02,2023-02-04,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,24,Nerf Gun,Sports & Outdoors,7,7,139.93,104.93,35.0
2023-02,2023-02-18,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,25,PlayDoh Can,Art & Crafts,28,28,83.72,55.72,28.0
2023-02,2023-02-12,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,29,Plush Pony,Toys,18,18,359.82,161.82,198.0
2023-02,2023-02-02,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,30,Rubik's Cube,Games,75,157,3138.43,2824.43,314.0
2023-02,2023-02-26,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,31,Splash Balls,Sports & Outdoors,16,16,143.84,127.84,16.0
2023-02,2023-02-11,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,32,Supersoaker Water Gun,Sports & Outdoors,7,7,104.93,83.93,21.0
2023-02,2023-02-11,2023,1,2,February,45,Maven Toys Ciudad de Mexico 4,Cuidad de Mexico,Commercial,34,Toy Robot,Electronics,19,29,753.71,608.71,145.0
2023-02,2023-02-10,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,1,Action Figure,Toys,37,37,591.63,369.63,222.0
2023-02,2023-02-03,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,2,Animal Figures,Toys,28,55,714.45,549.45,165.0
2023-02,2023-02-01,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,3,Barrel O' Slime,Art & Crafts,54,94,375.06,187.06,188.0
2023-02,2023-02-01,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,6,Colorbuds,Electronics,125,180,2698.2,1258.2,1440.0
2023-02,2023-02-18,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,7,Dart Gun,Sports & Outdoors,8,8,127.92,95.92,32.0
2023-02,2023-02-05,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,8,Deck Of Cards,Games,30,30,209.7,119.7,90.0
2023-02,2023-02-08,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,9,Dino Egg,Toys,52,70,769.3,699.3,70.0
2023-02,2023-02-06,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,10,Dinosaur Figures,Toys,35,72,1079.28,791.28,288.0
2023-02,2023-02-07,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,11,Etch A Sketch,Art & Crafts,42,55,1154.45,604.45,550.0
2023-02,2023-02-03,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,13,Gamer Headphones,Electronics,14,14,293.86,209.86,84.0
2023-02,2023-02-05,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,14,Glass Marbles,Games,60,93,1022.07,557.07,465.0
2023-02,2023-02-06,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,15,Hot Wheels 5-Pack,Toys,28,28,167.72,111.72,56.0
2023-02,2023-02-15,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,16,Jenga,Games,9,9,89.91,26.91,63.0
2023-02,2023-02-04,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,18,Lego Bricks,Toys,69,74,2959.26,2589.26,370.0
2023-02,2023-02-01,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,19,Magic Sand,Art & Crafts,39,39,623.61,545.61,78.0
2023-02,2023-02-15,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,23,23,229.77,160.77,69.0
2023-02,2023-02-14,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,23,Mr. Potatohead,Toys,5,13,129.87,64.87,65.0
2023-02,2023-02-07,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,24,Nerf Gun,Sports & Outdoors,21,21,419.79,314.79,105.0
2023-02,2023-02-02,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,25,PlayDoh Can,Art & Crafts,47,74,221.26,147.26,74.0
2023-02,2023-02-09,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,27,PlayDoh Toolkit,Art & Crafts,5,5,24.95,19.95,5.0
2023-02,2023-02-02,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,29,Plush Pony,Toys,16,16,319.84,143.84,176.0
2023-02,2023-02-02,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,30,Rubik's Cube,Games,141,182,3638.18,3274.18,364.0
2023-02,2023-02-02,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,31,Splash Balls,Sports & Outdoors,58,58,521.42,463.42,58.0
2023-02,2023-02-25,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,33,Teddy Bear,Toys,12,12,155.88,131.88,24.0
2023-02,2023-02-21,2023,1,2,February,46,Maven Toys Guadalajara 4,Guadalajara,Downtown,34,Toy Robot,Electronics,7,7,181.93,146.93,35.0
2023-02,2023-02-20,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,1,Action Figure,Toys,45,63,1007.37,629.37,378.0
2023-02,2023-02-04,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,3,Barrel O' Slime,Art & Crafts,42,66,263.34,131.34,132.0
2023-02,2023-02-04,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,6,Colorbuds,Electronics,41,41,614.59,286.59,328.0
2023-02,2023-02-04,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,7,Dart Gun,Sports & Outdoors,22,22,351.78,263.78,88.0
2023-02,2023-02-01,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,8,Deck Of Cards,Games,5,5,34.95,19.95,15.0
2023-02,2023-02-07,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,9,Dino Egg,Toys,42,42,461.58,419.58,42.0
2023-02,2023-02-02,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,11,Etch A Sketch,Art & Crafts,25,25,524.75,274.75,250.0
2023-02,2023-02-06,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,13,Gamer Headphones,Electronics,12,12,251.88,179.88,72.0
2023-02,2023-02-04,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,14,Glass Marbles,Games,15,15,164.85,89.85,75.0
2023-02,2023-02-06,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,15,Hot Wheels 5-Pack,Toys,17,41,245.59,163.59,82.0
2023-02,2023-02-12,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,16,Jenga,Games,3,3,29.97,8.97,21.0
2023-02,2023-02-10,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,17,Kids Makeup Kit,Art & Crafts,33,50,999.5,699.5,300.0
2023-02,2023-02-08,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,18,Lego Bricks,Toys,49,49,1959.51,1714.51,245.0
2023-02,2023-02-09,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,19,Magic Sand,Art & Crafts,38,64,1023.36,895.36,128.0
2023-02,2023-02-01,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,23,Mr. Potatohead,Toys,4,4,39.96,19.96,20.0
2023-02,2023-02-01,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,24,Nerf Gun,Sports & Outdoors,9,9,179.91,134.91,45.0
2023-02,2023-02-22,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,26,PlayDoh Playset,Art & Crafts,8,8,199.92,167.92,32.0
2023-02,2023-02-20,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,27,PlayDoh Toolkit,Art & Crafts,3,3,14.97,11.97,3.0
2023-02,2023-02-16,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,30,Rubik's Cube,Games,19,19,379.81,341.81,38.0
2023-02,2023-02-04,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,31,Splash Balls,Sports & Outdoors,45,58,521.42,463.42,58.0
2023-02,2023-02-01,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,32,Supersoaker Water Gun,Sports & Outdoors,16,16,239.84,191.84,48.0
2023-02,2023-02-04,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,33,Teddy Bear,Toys,25,35,454.65,384.65,70.0
2023-02,2023-02-24,2023,1,2,February,47,Maven Toys Monterrey 4,Monterrey,Commercial,34,Toy Robot,Electronics,20,50,1299.5,1049.5,250.0
2023-02,2023-02-06,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,1,Action Figure,Toys,24,24,383.76,239.76,144.0
2023-02,2023-02-10,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,2,Animal Figures,Toys,24,24,311.76,239.76,72.0
2023-02,2023-02-06,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,3,Barrel O' Slime,Art & Crafts,29,29,115.71,57.71,58.0
2023-02,2023-02-01,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,6,Colorbuds,Electronics,103,142,2128.58,992.58,1136.0
2023-02,2023-02-12,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,7,Dart Gun,Sports & Outdoors,10,10,159.9,119.9,40.0
2023-02,2023-02-02,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,8,Deck Of Cards,Games,73,74,517.26,295.26,222.0
2023-02,2023-02-10,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,9,Dino Egg,Toys,17,17,186.83,169.83,17.0
2023-02,2023-02-04,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,11,Etch A Sketch,Art & Crafts,11,11,230.89,120.89,110.0
2023-02,2023-02-05,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,13,Gamer Headphones,Electronics,14,14,293.86,209.86,84.0
2023-02,2023-02-05,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,14,Glass Marbles,Games,5,13,142.87,77.87,65.0
2023-02,2023-02-04,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,16,Jenga,Games,15,15,149.85,44.85,105.0
2023-02,2023-02-03,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,17,Kids Makeup Kit,Art & Crafts,3,3,59.97,41.97,18.0
2023-02,2023-02-05,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,18,Lego Bricks,Toys,24,24,959.76,839.76,120.0
2023-02,2023-02-02,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,19,Magic Sand,Art & Crafts,85,93,1487.07,1301.07,186.0
2023-02,2023-02-18,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,22,Monopoly,Games,8,8,159.92,111.92,48.0
2023-02,2023-02-28,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,23,Mr. Potatohead,Toys,4,4,39.96,19.96,20.0
2023-02,2023-02-25,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,24,Nerf Gun,Sports & Outdoors,10,10,199.9,149.9,50.0
2023-02,2023-02-04,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,25,PlayDoh Can,Art & Crafts,47,58,173.42,115.42,58.0
2023-02,2023-02-04,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,27,PlayDoh Toolkit,Art & Crafts,9,9,44.91,35.91,9.0
2023-02,2023-02-01,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,30,Rubik's Cube,Games,15,15,299.85,269.85,30.0
2023-02,2023-02-12,2023,1,2,February,48,Maven Toys Saltillo 2,Saltillo,Commercial,33,Teddy Bear,Toys,19,19,246.81,208.81,38.0
2023-02,2023-02-07,2023,1,2,February,49,Maven Toys Culiacan 1,Culiacan,Downtown,2,Animal Figures,Toys,8,8,103.92,79.92,24.0
